Gene	Ensembl
Gm34732	ENSMUSG00000103942
Gm12349	ENSMUSG00000087265
4930433J02Rik	ENSMUSG00000103478
Gm37662	ENSMUSG00000104461
Eif1	ENSMUSG00000035530
Gm17782	ENSMUSG00000092366
Ece2	ENSMUSG00000022842
2410017I17Rik	ENSMUSG00000038311
Gm7494	ENSMUSG00000083874
Gm11465	ENSMUSG00000086820
Gm6659	ENSMUSG00000092289
BC046401	ENSMUSG00000085274
Gm10499	ENSMUSG00000073403
Gm43418	ENSMUSG00000106849
C530008M17Rik	ENSMUSG00000036377
Gm11461	ENSMUSG00000083264
Caln1	ENSMUSG00000060371
Gm42985	ENSMUSG00000104800
Gm11462	ENSMUSG00000082924
Gm11464	ENSMUSG00000087351
Platr29	ENSMUSG00000084816
A330070K13Rik	ENSMUSG00000052014
Dedd2	ENSMUSG00000054499
Lhx9	ENSMUSG00000019230
4933430L12Rik	ENSMUSG00000108523
A730089K16Rik	ENSMUSG00000103529
Tgif2lx2	ENSMUSG00000100194
Hspg2	ENSMUSG00000028763
Txlna	ENSMUSG00000053841
Gast	ENSMUSG00000017165
Gm42894	ENSMUSG00000106694
9530003O04Rik	ENSMUSG00000102267
Gm21816	ENSMUSG00000096870
9430053O09Rik	ENSMUSG00000102344
Gm37466	ENSMUSG00000103972
Gm37694	ENSMUSG00000102562
Iars2	ENSMUSG00000026618
Gm37311	ENSMUSG00000103049
Gm37606	ENSMUSG00000103851
Gm37063	ENSMUSG00000103805
Gm31258	ENSMUSG00000102289
Gm38071	ENSMUSG00000103916
C130023A14Rik	ENSMUSG00000102854
Hap1	ENSMUSG00000006930
Gm37241	ENSMUSG00000102575
Gm36963	ENSMUSG00000103932
Ncoa3	ENSMUSG00000027678
Mir99ahg	ENSMUSG00000090386
Prkd3	ENSMUSG00000024070
Gm20394	ENSMUSG00000092509
2010103J01Rik	ENSMUSG00000104368
Rab3gap2	ENSMUSG00000039318
2310009B15Rik	ENSMUSG00000079283
9430092D12Rik	ENSMUSG00000102205
Tpra1	ENSMUSG00000002871
Gm11986	ENSMUSG00000087637
Sulf2	ENSMUSG00000006800
Gm11987	ENSMUSG00000084318
Gmppa	ENSMUSG00000033021
Gm4886	ENSMUSG00000082281
Cdc25a	ENSMUSG00000032477
1700029I15Rik	ENSMUSG00000044916
Gm34882	ENSMUSG00000103613
Mapk8ip1	ENSMUSG00000027223
Fmo1	ENSMUSG00000040181
Fam195b	ENSMUSG00000061111
Gm11466	ENSMUSG00000085618
Ppp1r27	ENSMUSG00000025129
Gm11467	ENSMUSG00000085046
Gm11468	ENSMUSG00000084840
Gm14268	ENSMUSG00000087617
Gm11988	ENSMUSG00000082459
5031425F14Rik	ENSMUSG00000085129
Gm11989	ENSMUSG00000083553
Gm11469	ENSMUSG00000081123
Gm14267	ENSMUSG00000085682
P4hb	ENSMUSG00000025130
1700019P21Rik	ENSMUSG00000099808
Gm3933	ENSMUSG00000103850
Gm37045	ENSMUSG00000102365
Gm10039	ENSMUSG00000091478
Agpat9	ENSMUSG00000029314
Stag3	ENSMUSG00000036928
Jup	ENSMUSG00000001552
Kpna6	ENSMUSG00000003731
Fxyd1	ENSMUSG00000036570
4930458D05Rik	ENSMUSG00000087611
Gm42987	ENSMUSG00000106178
Gm13196	ENSMUSG00000083378
Prex1	ENSMUSG00000039621
Zdhhc24	ENSMUSG00000006463
Gm37264	ENSMUSG00000102605
Asic4	ENSMUSG00000033007
Ptpra	ENSMUSG00000027303
Adamtsl1	ENSMUSG00000066113
Gm16304	ENSMUSG00000085481
Gm18553	ENSMUSG00000102626
Gm43544	ENSMUSG00000105936
Gm37423	ENSMUSG00000104436
Gm27016	ENSMUSG00000097992
Cbln1	ENSMUSG00000031654
Dennd1b	ENSMUSG00000056268
Gm19872	ENSMUSG00000098295
Gm2694	ENSMUSG00000097248
Tcam1	ENSMUSG00000020712
Trp53rkb	ENSMUSG00000042854
1700120C18Rik	ENSMUSG00000098086
Gh	ENSMUSG00000020713
Tmem198	ENSMUSG00000051703
Mrps26	ENSMUSG00000037740
Tgif2lx1	ENSMUSG00000100133
Cd79b	ENSMUSG00000040592
Gm7485	ENSMUSG00000081171
4930473A02Rik	ENSMUSG00000060029
Obsl1	ENSMUSG00000026211
4930596I21Rik	ENSMUSG00000104900
Gm37655	ENSMUSG00000102451
Tns3	ENSMUSG00000020422
Gm16305	ENSMUSG00000085361
Gm37718	ENSMUSG00000102243
Gm37470	ENSMUSG00000102157
Gm12348	ENSMUSG00000086031
Arfgef2	ENSMUSG00000074582
Rdh16	ENSMUSG00000069456
Arhgdia	ENSMUSG00000025132
Rdh18-ps	ENSMUSG00000054031
P3h4	ENSMUSG00000006931
Gm3807	ENSMUSG00000102881
Scn4a	ENSMUSG00000001027
Nrp2	ENSMUSG00000025969
Alyref	ENSMUSG00000025134
Chpf	ENSMUSG00000032997
Inafm2	ENSMUSG00000074918
Bend7	ENSMUSG00000048186
Anapc11	ENSMUSG00000025135
Maf1	ENSMUSG00000022553
Gm37785	ENSMUSG00000102526
PVRIG	ENSMUSG00000109713
Pvrig-ps	ENSMUSG00000106161
Oxt	ENSMUSG00000027301
Gm10874	ENSMUSG00000075591
Gm4644	ENSMUSG00000105191
Got2-ps1	ENSMUSG00000080935
Nt5c3b	ENSMUSG00000017176
Fmo2	ENSMUSG00000040170
Avp	ENSMUSG00000037727
Gm17096	ENSMUSG00000090397
Zfp157	ENSMUSG00000036898
Npb	ENSMUSG00000044034
Cse1l	ENSMUSG00000002718
Gm14926	ENSMUSG00000081587
Gm14929	ENSMUSG00000086431
Rdh19	ENSMUSG00000054052
Gm26957	ENSMUSG00000098114
Als2	ENSMUSG00000026024
Gm37555	ENSMUSG00000103091
Bpnt1	ENSMUSG00000026617
Crk	ENSMUSG00000017776
Fkbp10	ENSMUSG00000001555
A430105I19Rik	ENSMUSG00000045838
Pak2	ENSMUSG00000022781
Fastkd5	ENSMUSG00000079043
Ubox5	ENSMUSG00000027300
Cry2	ENSMUSG00000068742
Gm29017	ENSMUSG00000101586
Gm19125	ENSMUSG00000099563
G730003C15Rik	ENSMUSG00000097573
4930532G15Rik	ENSMUSG00000097261
Prr29	ENSMUSG00000009210
Mpp4	ENSMUSG00000079550
Hps1	ENSMUSG00000025188
Pcyt2	ENSMUSG00000025137
Usp48	ENSMUSG00000043411
Phgr1	ENSMUSG00000046804
D930015M05Rik	ENSMUSG00000084781
Pik3r4	ENSMUSG00000032571
Fmo6	ENSMUSG00000095576
Stau1	ENSMUSG00000039536
Crb1	ENSMUSG00000063681
Lzts3	ENSMUSG00000037703
Disp2	ENSMUSG00000040035
Ddrgk1	ENSMUSG00000068290
Klhl10	ENSMUSG00000001558
Klhl11	ENSMUSG00000048732
Pabpc5	ENSMUSG00000034732
4933436E23Rik	ENSMUSG00000103844
Gm34816	ENSMUSG00000102661
Tmem237	ENSMUSG00000038079
BC089597	ENSMUSG00000074639
Gm4913	ENSMUSG00000083151
Gm5564	ENSMUSG00000046440
Vmn2r-ps24	ENSMUSG00000104668
Gm16244	ENSMUSG00000090235
Zbtb41	ENSMUSG00000033964
Icam2	ENSMUSG00000001029
Gpr139	ENSMUSG00000066197
1700129L04Rik	ENSMUSG00000100603
Gm13176	ENSMUSG00000083407
1700123K08Rik	ENSMUSG00000029526
Eprs	ENSMUSG00000026615
Dbx2	ENSMUSG00000045608
Gm12459	ENSMUSG00000083153
Gm4083	ENSMUSG00000108921
Ppp3r2	ENSMUSG00000028310
Gm11990	ENSMUSG00000081539
Grin3a	ENSMUSG00000039579
Ywhae	ENSMUSG00000020849
Gm11470	ENSMUSG00000082665
Gm16420	ENSMUSG00000084172
Sephs1	ENSMUSG00000026662
Gm5863	ENSMUSG00000082927
Rdh7	ENSMUSG00000040134
Wbscr17	ENSMUSG00000034040
Mroh9	ENSMUSG00000071890
Arl5a	ENSMUSG00000036093
Gm14928	ENSMUSG00000082718
Acly	ENSMUSG00000020917
D030018L15Rik	ENSMUSG00000078925
2610037D02Rik	ENSMUSG00000097536
Fmo3	ENSMUSG00000026691
Itpa	ENSMUSG00000074797
Ddx27	ENSMUSG00000017999
Gm42896	ENSMUSG00000107295
Gm43166	ENSMUSG00000106710
Gm43165	ENSMUSG00000106729
Gm42897	ENSMUSG00000107207
Gm12307	ENSMUSG00000081333
Gp2	ENSMUSG00000030954
Gm37273	ENSMUSG00000103288
9630028B13Rik	ENSMUSG00000051295
Hnrnpll	ENSMUSG00000024095
Slc35c1	ENSMUSG00000049922
Fcgrt	ENSMUSG00000003420
Ern1	ENSMUSG00000020715
Sdr9c7	ENSMUSG00000040127
Sirt7	ENSMUSG00000025138
Zfp68	ENSMUSG00000058291
Gm15905	ENSMUSG00000085993
Rcn3	ENSMUSG00000019539
Aspm	ENSMUSG00000033952
Gm37049	ENSMUSG00000103102
Gm15497	ENSMUSG00000081142
Gm42815	ENSMUSG00000104686
RP24-235B15.7	ENSMUSG00000109947
Gm14927	ENSMUSG00000081546
Zfas1	ENSMUSG00000074578
Pcdh11x	ENSMUSG00000034755
Mafg	ENSMUSG00000051510
5033404E19Rik	ENSMUSG00000102185
Gm13817	ENSMUSG00000085293
Gm38093	ENSMUSG00000103799
Gm13814	ENSMUSG00000085261
Znfx1	ENSMUSG00000039501
H2afb3	ENSMUSG00000083616
Gm9722	ENSMUSG00000102546
Gm13815	ENSMUSG00000080860
Gm14930	ENSMUSG00000081728
Gm14931	ENSMUSG00000083321
Anapc15	ENSMUSG00000030649
Tex2	ENSMUSG00000040548
Chst1	ENSMUSG00000027221
Pkd1l1	ENSMUSG00000046634
Gm38268	ENSMUSG00000103056
Lyplal1	ENSMUSG00000039246
Gm13816	ENSMUSG00000085976
Gm13792	ENSMUSG00000082700
Gm13791	ENSMUSG00000086980
Gm11991	ENSMUSG00000082095
A430018G15Rik	ENSMUSG00000085315
Gm36793	ENSMUSG00000106255
Cycs-ps2	ENSMUSG00000105965
Bloc1s2-ps	ENSMUSG00000025201
Tomt	ENSMUSG00000078630
Gm13541	ENSMUSG00000082132
Gm43103	ENSMUSG00000106610
Gm11472	ENSMUSG00000081946
Gm20484	ENSMUSG00000092503
F13b	ENSMUSG00000026368
Gm11471	ENSMUSG00000083436
Slc4a11	ENSMUSG00000074796
Cacnb4	ENSMUSG00000017412
Lamtor1	ENSMUSG00000030842
Folr1	ENSMUSG00000001827
Syt13	ENSMUSG00000027220
Snhg1	ENSMUSG00000108414
Gm37272	ENSMUSG00000102790
Gm37134	ENSMUSG00000103449
Gm20471	ENSMUSG00000092188
Gm37491	ENSMUSG00000102217
A730004F24Rik	ENSMUSG00000103690
Prrx1	ENSMUSG00000026586
Cfhr1	ENSMUSG00000057037
Gm14291	ENSMUSG00000086098
1110018N20Rik	ENSMUSG00000085151
Kcnb1	ENSMUSG00000050556
Gm29491	ENSMUSG00000100393
Ttc25	ENSMUSG00000006784
Ptgis	ENSMUSG00000017969
Tgfb2	ENSMUSG00000039239
Gm37644	ENSMUSG00000103195
Gm12339	ENSMUSG00000087059
Doc2b	ENSMUSG00000020848
Lrrc51	ENSMUSG00000064307
Gm37849	ENSMUSG00000102619
Cfhr3	ENSMUSG00000090623
Gm11473	ENSMUSG00000083661
Gm15900	ENSMUSG00000090036
Rrp15	ENSMUSG00000001305
Gm12458	ENSMUSG00000081120
Gm12460	ENSMUSG00000084116
Rph3al	ENSMUSG00000020847
A430105J06Rik	ENSMUSG00000097784
B4galt5	ENSMUSG00000017929
Gm16075	ENSMUSG00000087322
Prdm11	ENSMUSG00000075028
Knstrn	ENSMUSG00000027331
Pycr1	ENSMUSG00000025140
A430033K04Rik	ENSMUSG00000056014
4631405J19Rik	ENSMUSG00000075027
Tmem39b	ENSMUSG00000053730
Pigx	ENSMUSG00000023791
1700023G09Rik	ENSMUSG00000103503
Gm44588	ENSMUSG00000109254
Gm3809	ENSMUSG00000097935
Umod	ENSMUSG00000030963
D1Pas1	ENSMUSG00000039224
Gm37912	ENSMUSG00000104312
Gm19058	ENSMUSG00000104424
Gm4788	ENSMUSG00000070594
Polr2a	ENSMUSG00000005198
Gm14091	ENSMUSG00000086421
Gm35339	ENSMUSG00000109179
Inha	ENSMUSG00000032968
Gm38232	ENSMUSG00000103298
Gm15181	ENSMUSG00000082745
1700016K19Rik	ENSMUSG00000053783
Gorab	ENSMUSG00000040124
Cylc2	ENSMUSG00000039555
Slc9a8	ENSMUSG00000039463
Gm42590	ENSMUSG00000105387
Gm29500	ENSMUSG00000101869
Gm13611	ENSMUSG00000066068
Rpsa-ps1	ENSMUSG00000102117
Fam20c	ENSMUSG00000025854
Khdrbs1	ENSMUSG00000028790
A730017L22Rik	ENSMUSG00000085566
Gm14057	ENSMUSG00000089662
Gm14048	ENSMUSG00000080989
4930402H24Rik	ENSMUSG00000027309
Fam101b	ENSMUSG00000020846
Plekhg4	ENSMUSG00000014782
Gm13548	ENSMUSG00000085815
Stam2	ENSMUSG00000055371
Kctd19	ENSMUSG00000051648
Pecam1	ENSMUSG00000020717
Dhx58os	ENSMUSG00000085604
Gm44544	ENSMUSG00000109112
Nkiras2	ENSMUSG00000017837
Spata2	ENSMUSG00000047030
Swi5	ENSMUSG00000044627
Dnajc7	ENSMUSG00000014195
Prim1	ENSMUSG00000025395
Rnf114	ENSMUSG00000006418
Notumos	ENSMUSG00000053613
Notum	ENSMUSG00000042988
Stk11ip	ENSMUSG00000026213
Gm11474	ENSMUSG00000082687
Amd-ps4	ENSMUSG00000019836
Golga2	ENSMUSG00000002546
Myadml2	ENSMUSG00000025141
Gm12461	ENSMUSG00000081050
Snai1	ENSMUSG00000042821
Myadml2os	ENSMUSG00000084822
Dhx58	ENSMUSG00000017830
Galm	ENSMUSG00000035473
Zfp385c	ENSMUSG00000014198
Gm43497	ENSMUSG00000106839
Gm15508	ENSMUSG00000089831
Gm43496	ENSMUSG00000107163
Cnp	ENSMUSG00000006782
Spata17	ENSMUSG00000026611
Gm13802	ENSMUSG00000087559
Cfhr2	ENSMUSG00000033898
Tmem189	ENSMUSG00000090213
Gm15509	ENSMUSG00000089947
Gm5837	ENSMUSG00000104496
1700007P06Rik	ENSMUSG00000089730
Gm16332	ENSMUSG00000089991
Ube2v1	ENSMUSG00000078923
Aasdh	ENSMUSG00000055923
Mettl11b	ENSMUSG00000040113
Rap1gapos	ENSMUSG00000087476
Trp53i11	ENSMUSG00000068735
Rap1gap	ENSMUSG00000041351
Gm11475	ENSMUSG00000081511
Gm14320	ENSMUSG00000085914
Gm2343	ENSMUSG00000089700
Cebpb	ENSMUSG00000056501
Gm20431	ENSMUSG00000089739
Gm11476	ENSMUSG00000085596
Gm37254	ENSMUSG00000104394
A530013C23Rik	ENSMUSG00000006462
Gpatch2	ENSMUSG00000039210
9230111E07Rik	ENSMUSG00000087624
Gm5834	ENSMUSG00000085867
Gm14321	ENSMUSG00000084797
Gm12967	ENSMUSG00000080944
Gm38266	ENSMUSG00000102905
1200007C13Rik	ENSMUSG00000087684
Gm38019	ENSMUSG00000103691
Ivd	ENSMUSG00000027332
Slc35g3	ENSMUSG00000018776
Gm14319	ENSMUSG00000085411
C630028M04Rik	ENSMUSG00000085515
Gm4993	ENSMUSG00000083275
Ptp4a2	ENSMUSG00000028788
Gm12465	ENSMUSG00000082963
Gm38155	ENSMUSG00000104245
Tspan18	ENSMUSG00000027217
Gm5394	ENSMUSG00000080695
Gm37896	ENSMUSG00000103923
Gm5648	ENSMUSG00000083668
Gm12466	ENSMUSG00000083539
Gm14932	ENSMUSG00000083699
Ptpn1	ENSMUSG00000027540
Gm12467	ENSMUSG00000082267
Gm37929	ENSMUSG00000103401
9330162B11Rik	ENSMUSG00000103577
Esrrg	ENSMUSG00000026610
Gm36388	ENSMUSG00000103961
Gm38315	ENSMUSG00000103732
Kifap3	ENSMUSG00000026585
Pdilt	ENSMUSG00000030968
Gm14236	ENSMUSG00000086411
Cfh	ENSMUSG00000026365
Fam65c	ENSMUSG00000074577
Col6a6	ENSMUSG00000043719
Gm26967	ENSMUSG00000098014
Gm37518	ENSMUSG00000103258
Acsm5	ENSMUSG00000030972
Pard6b	ENSMUSG00000044641
E130018N17Rik	ENSMUSG00000087648
Gm14235	ENSMUSG00000085267
Gm37121	ENSMUSG00000103032
Gm29083	ENSMUSG00000100811
Olfr635	ENSMUSG00000094520
Gm38314	ENSMUSG00000102877
Gm14943	ENSMUSG00000082590
Gm13807	ENSMUSG00000085852
Olfr636-ps1	ENSMUSG00000055621
Ttc39d	ENSMUSG00000046196
Olfr637-ps1	ENSMUSG00000084236
Gm12475	ENSMUSG00000083338
Gm42991	ENSMUSG00000106386
2810432F15Rik	ENSMUSG00000104987
Bahd1	ENSMUSG00000040007
Gm43187	ENSMUSG00000105624
Gm42992	ENSMUSG00000106320
Gm42996	ENSMUSG00000106045
Gm42989	ENSMUSG00000104994
Cep19	ENSMUSG00000035790
Gm43483	ENSMUSG00000105289
C230071H17Rik	ENSMUSG00000106570
2610011E03Rik	ENSMUSG00000104936
Gm42443	ENSMUSG00000105726
Gm42995	ENSMUSG00000105495
Gm42591	ENSMUSG00000105500
Gm43188	ENSMUSG00000106384
Gm43186	ENSMUSG00000105598
Gm42993	ENSMUSG00000105985
Gm43019	ENSMUSG00000106049
Gm17178	ENSMUSG00000090758
Gm42441	ENSMUSG00000106516
Gm5294	ENSMUSG00000094504
Gm42438	ENSMUSG00000106356
Gm43018	ENSMUSG00000106450
Gm42440	ENSMUSG00000105720
Gm42589	ENSMUSG00000105470
Chst14	ENSMUSG00000074916
Adnp	ENSMUSG00000051149
4930590L20Rik	ENSMUSG00000102368
Auts2	ENSMUSG00000029673
Ptges3	ENSMUSG00000071072
Kcnt2	ENSMUSG00000052726
Aspscr1	ENSMUSG00000025142
Gm14089	ENSMUSG00000084802
Dpm1	ENSMUSG00000078919
Uqcrh-ps2	ENSMUSG00000081413
Gm14945	ENSMUSG00000084054
6330403L08Rik	ENSMUSG00000075585
Smc2os	ENSMUSG00000085763
Pdgfa	ENSMUSG00000025856
Gemin6	ENSMUSG00000055760
Gm37777	ENSMUSG00000102698
Olfr646	ENSMUSG00000073931
Gm4992	ENSMUSG00000084110
Gm42442	ENSMUSG00000106557
Olfr642	ENSMUSG00000049797
Gm42439	ENSMUSG00000106395
Gm15729	ENSMUSG00000086146
4930563F08Rik	ENSMUSG00000105773
Gm42588	ENSMUSG00000105584
Gm16421	ENSMUSG00000082840
Olfr640	ENSMUSG00000066262
Rpl31-ps25	ENSMUSG00000097897
4931431F19Rik	ENSMUSG00000055643
Gm14946	ENSMUSG00000081095
Gm14942	ENSMUSG00000083537
Olfr643	ENSMUSG00000109824
Gm29052	ENSMUSG00000100154
Olfr644	ENSMUSG00000110012
Gm20716	ENSMUSG00000093752
Zbtb4	ENSMUSG00000018750
Nap1l3	ENSMUSG00000055733
4930516K23Rik	ENSMUSG00000090219
Gm14947	ENSMUSG00000086452
Olfr645	ENSMUSG00000051340
Mocs3	ENSMUSG00000074576
Olfr638	ENSMUSG00000094063
Gm15183	ENSMUSG00000082059
Gm14237	ENSMUSG00000083342
Olfr639	ENSMUSG00000066263
Olfr641	ENSMUSG00000073932
Gm12966	ENSMUSG00000070729
E330017L17Rik	ENSMUSG00000086369
Kcng1	ENSMUSG00000074575
Nrros	ENSMUSG00000052384
Gm44178	ENSMUSG00000107676
Gm14262	ENSMUSG00000086783
Spocd1	ENSMUSG00000028784
Gm14234	ENSMUSG00000082239
1700003M07Rik	ENSMUSG00000085389
4933427D06Rik	ENSMUSG00000055403
Ccdc32	ENSMUSG00000039983
Cd82	ENSMUSG00000027215
Chrnb1	ENSMUSG00000041189
Wdr74	ENSMUSG00000042729
Fmnl2	ENSMUSG00000036053
RP23-62O7.9	ENSMUSG00000110423
1700092M07Rik	ENSMUSG00000090840
Gm1965	ENSMUSG00000090254
Nfatc2	ENSMUSG00000027544
Atp5b	ENSMUSG00000025393
Fgf11	ENSMUSG00000042826
Tmem102	ENSMUSG00000089876
Gm14940	ENSMUSG00000083490
Rpusd2	ENSMUSG00000027324
Pkdcc	ENSMUSG00000024247
Gm38064	ENSMUSG00000104482
Acadvl	ENSMUSG00000018574
Gm10804	ENSMUSG00000075025
Gm37371	ENSMUSG00000102500
Gm4845	ENSMUSG00000095238
Gm37599	ENSMUSG00000102740
Gm37142	ENSMUSG00000104147
Atrn	ENSMUSG00000027312
Fxyd3	ENSMUSG00000057092
Kat2a	ENSMUSG00000020918
Lgi4	ENSMUSG00000036560
Gm14049	ENSMUSG00000083953
Cldn34c1	ENSMUSG00000079450
Gm37604	ENSMUSG00000103858
Gm18183	ENSMUSG00000099671
Gm28724	ENSMUSG00000101909
Gm28724	ENSMUSG00000103890
Gm37796	ENSMUSG00000102818
Gm5835	ENSMUSG00000101795
Dvl2	ENSMUSG00000020888
Atp9a	ENSMUSG00000027546
Ush2a	ENSMUSG00000026609
Prpf3	ENSMUSG00000015748
Gm6397	ENSMUSG00000089640
B3galt2	ENSMUSG00000033849
Cdc73	ENSMUSG00000026361
Scyl3	ENSMUSG00000026584
Hspb9	ENSMUSG00000017832
Rab5c	ENSMUSG00000019173
Vps53	ENSMUSG00000017288
Lrrc36	ENSMUSG00000054320
Gfra4	ENSMUSG00000027316
Gm44712	ENSMUSG00000108310
Kcnh4	ENSMUSG00000035355
BC055324	ENSMUSG00000041406
Kctd3	ENSMUSG00000026608
6330409D20Rik	ENSMUSG00000009551
Gm14261	ENSMUSG00000085322
Col6a5	ENSMUSG00000091345
Sall4	ENSMUSG00000027547
Sh2d3c	ENSMUSG00000059013
Gm13818	ENSMUSG00000081353
Alx4	ENSMUSG00000040310
Bex6	ENSMUSG00000075269
Gm37178	ENSMUSG00000103370
Astx6	ENSMUSG00000095005
Gm18698	ENSMUSG00000104464
Ext2	ENSMUSG00000027198
Tppp3	ENSMUSG00000014846
Stra13	ENSMUSG00000025144
Zfp64	ENSMUSG00000027551
Fbxo45	ENSMUSG00000035764
Ubqln3	ENSMUSG00000051618
Gm14951	ENSMUSG00000084776
1700017J07Rik	ENSMUSG00000086348
Gm14260	ENSMUSG00000086658
Gm9873	ENSMUSG00000052368
Gm14258	ENSMUSG00000086238
9430093N23Rik	ENSMUSG00000085369
Gm14250	ENSMUSG00000086840
4930529I22Rik	ENSMUSG00000085350
Ccdc174	ENSMUSG00000034083
Gm14249	ENSMUSG00000087074
Gemin4	ENSMUSG00000049396
Gm34294	ENSMUSG00000103662
Glrx2	ENSMUSG00000018196
Dbil5	ENSMUSG00000038057
Rnmtl1	ENSMUSG00000038046
Paics	ENSMUSG00000029247
Tshz2	ENSMUSG00000047907
Fam57a	ENSMUSG00000069808
AY702102	ENSMUSG00000103935
Ubqlnl	ENSMUSG00000051437
Glod4	ENSMUSG00000017286
Adam33	ENSMUSG00000027318
Polg2	ENSMUSG00000020718
Zfp217	ENSMUSG00000052056
Hcrt	ENSMUSG00000045471
2310040G07Rik	ENSMUSG00000072852
Ppat	ENSMUSG00000029246
Olfm5	ENSMUSG00000044265
Gm14270	ENSMUSG00000084013
Ghdc	ENSMUSG00000017747
Rps12-ps21	ENSMUSG00000096362
Olfr647-ps1	ENSMUSG00000083513
Milr1	ENSMUSG00000040528
Wdr53	ENSMUSG00000022787
Olfr648	ENSMUSG00000042909
Astx2	ENSMUSG00000094288
Gm12340	ENSMUSG00000080701
Olfr649	ENSMUSG00000044899
Stat5b	ENSMUSG00000020919
Bcas1	ENSMUSG00000013523
Olfr650-ps1	ENSMUSG00000081859
4930590J08Rik	ENSMUSG00000034063
Slc4a3	ENSMUSG00000006576
Bcas1os1	ENSMUSG00000086970
Bcas1os2	ENSMUSG00000086999
Trove2	ENSMUSG00000018199
Gm14269	ENSMUSG00000084067
Tmc4-ps	ENSMUSG00000084380
Gm44711	ENSMUSG00000108625
Smc2	ENSMUSG00000028312
Gm3837	ENSMUSG00000102824
2900042K21Rik	ENSMUSG00000103669
Trim6	ENSMUSG00000072244
Kcnk2	ENSMUSG00000037624
Uchl5	ENSMUSG00000018189
Cyp24a1	ENSMUSG00000038567
RP24-125B17.1	ENSMUSG00000109712
Alpl	ENSMUSG00000028766
A430027H14Rik	ENSMUSG00000104507
Pfdn4	ENSMUSG00000052033
Lrrc45	ENSMUSG00000025145
Gm29170	ENSMUSG00000100455
Gm16796	ENSMUSG00000085495
Gm14637	ENSMUSG00000085225
Gm38122	ENSMUSG00000103087
4930470P17Rik	ENSMUSG00000043583
Gm14264	ENSMUSG00000085158
Rac3	ENSMUSG00000018012
Tor2a	ENSMUSG00000009563
Gm17412	ENSMUSG00000094999
Dok5	ENSMUSG00000027560
Rps12-ps22	ENSMUSG00000095277
Smco1	ENSMUSG00000046345
Gm14263	ENSMUSG00000080955
1700007M16Rik	ENSMUSG00000086613
Atp6v0d1	ENSMUSG00000013160
Gm14640	ENSMUSG00000084818
Cenpf	ENSMUSG00000026605
Gm14266	ENSMUSG00000084829
Ttc16	ENSMUSG00000039021
1700028P15Rik	ENSMUSG00000086823
Prkar1b	ENSMUSG00000025855
Gm14950	ENSMUSG00000085536
Gm14272	ENSMUSG00000085426
Gm14641	ENSMUSG00000087100
Gm37239	ENSMUSG00000103374
Casc5	ENSMUSG00000027326
Cbln4	ENSMUSG00000067578
Gm14271	ENSMUSG00000087409
Gm14274	ENSMUSG00000083793
Mc3r	ENSMUSG00000038537
Gm14275	ENSMUSG00000085949
Gm14273	ENSMUSG00000085905
Fam210b	ENSMUSG00000027495
Dnaaf5	ENSMUSG00000025857
Col6a4	ENSMUSG00000032572
Aurka	ENSMUSG00000027496
Gm15672	ENSMUSG00000086873
Gm4208	ENSMUSG00000100426
Gm36993	ENSMUSG00000103434
Rnf168	ENSMUSG00000014074
Trim34a	ENSMUSG00000056144
Rps12-ps23	ENSMUSG00000093796
Cstf1	ENSMUSG00000027498
Stat3	ENSMUSG00000004040
Mecr	ENSMUSG00000028910
Gls2	ENSMUSG00000044005
Cass4	ENSMUSG00000074570
Gm14455	ENSMUSG00000087633
Rtfdc1	ENSMUSG00000027502
Gcnt7	ENSMUSG00000074569
Rmdn3	ENSMUSG00000070730
Fam209	ENSMUSG00000027505
Gm14303	ENSMUSG00000081344
4930466I24Rik	ENSMUSG00000087317
Rad51	ENSMUSG00000027323
Gm44095	ENSMUSG00000107794
Tfap2c	ENSMUSG00000028640
Fgd5	ENSMUSG00000034037
Bmp7	ENSMUSG00000008999
Trim5	ENSMUSG00000060441
Mettl18	ENSMUSG00000041396
Stat5a	ENSMUSG00000004043
Spo11	ENSMUSG00000005883
Mroh1	ENSMUSG00000022558
Ddx5	ENSMUSG00000020719
Rae1	ENSMUSG00000027509
Gm37119	ENSMUSG00000103960
Rbm38	ENSMUSG00000027510
Gm14453	ENSMUSG00000087442
Gm20490	ENSMUSG00000092596
Astx5	ENSMUSG00000095521
Ctcflos	ENSMUSG00000087382
Ctcfl	ENSMUSG00000070495
Ino80dos	ENSMUSG00000084799
Pck1	ENSMUSG00000027513
Sele	ENSMUSG00000026582
Eef1b2	ENSMUSG00000025967
Zbp1	ENSMUSG00000027514
Mta3	ENSMUSG00000055817
Rps13-ps7	ENSMUSG00000081617
Ino80d	ENSMUSG00000040865
Pmepa1	ENSMUSG00000038400
Pmepa1os	ENSMUSG00000087600
Gm14642	ENSMUSG00000086114
1700021F07Rik	ENSMUSG00000027518
Ankrd60	ENSMUSG00000027517
Ndufs1	ENSMUSG00000025968
Ppp4r1l-ps	ENSMUSG00000055897
Gm26594	ENSMUSG00000097189
Rps12-ps20	ENSMUSG00000094015
Rab22a	ENSMUSG00000027519
Cep95	ENSMUSG00000018372
Gm5915	ENSMUSG00000080021
Agrp	ENSMUSG00000005705
Gm5914	ENSMUSG00000098120
Ctcf	ENSMUSG00000005698
1700010B08Rik	ENSMUSG00000057047
