Gene	Ensembl
RP11-1144P22.1	ENSG00000254277
IGHVII-62-1	ENSG00000253747
RP4-530I15.9	ENSG00000232043
RP5-1182A14.7	ENSG00000282740
TMEM134	ENSG00000172663
IGHV3-50	ENSG00000253241
RP11-278J6.4	ENSG00000279130
RP11-468N14.3	ENSG00000251424
RP11-323H21.3	ENSG00000236687
RP4-778K6.3	ENSG00000242154
RP1-223H12.5	ENSG00000270443
FABP5P2	ENSG00000236044
HMGN2P35	ENSG00000232875
PATE2	ENSG00000196844
CNDP1	ENSG00000150656
RP11-108M9.4	ENSG00000238142
CROCCP3	ENSG00000080947
CBX3P7	ENSG00000197692
LA16c-3G11.7	ENSG00000241838
RP11-281N10.1	ENSG00000253287
TAS2R10	ENSG00000272805
SLC35E1P1	ENSG00000238286
CTD-2143L24.1	ENSG00000249781
RP11-39M21.1	ENSG00000259481
SMARCE1P4	ENSG00000253650
DYX1C1-CCPG1	ENSG00000261771
NBPF19	ENSG00000271383
IGHV3-62	ENSG00000253132
RP11-666O2.2	ENSG00000275441
RP11-219B17.3	ENSG00000273958
RPSAP41	ENSG00000239626
RP11-148L24.1	ENSG00000248174
TYR	ENSG00000077498
AC008850.3	ENSG00000227836
RP11-689B22.2	ENSG00000257221
RP11-27I1.6	ENSG00000270917
RP11-186O14.7	ENSG00000271408
ARL8A	ENSG00000143862
CMTM1	ENSG00000089505
BTF3P6	ENSG00000233956
RP11-91K8.4	ENSG00000214301
BRDT	ENSG00000137948
CIDEA	ENSG00000176194
AC068831.12	ENSG00000258665
RP1-191L6.2	ENSG00000223410
RP11-578F21.4	ENSG00000227717
SYN3	ENSG00000185666
HMGB3P2	ENSG00000231470
BRI3BPP1	ENSG00000269136
BCDIN3D	ENSG00000186666
TRIM60P17	ENSG00000223558
OR2B3	ENSG00000225736
RP11-448G15.1	ENSG00000250413
RP11-278J6.5	ENSG00000279679
RP4-550H1.4	ENSG00000234139
CTD-2095E4.4	ENSG00000280020
DMRT1	ENSG00000137090
RP11-117D22.2	ENSG00000230138
RP3-393E18.1	ENSG00000216480
AL773572.7	ENSG00000225745
RP11-467C18.1	ENSG00000270457
OR51A8P	ENSG00000197984
PNRC1	ENSG00000146278
ZNF292	ENSG00000188994
ZNF780B	ENSG00000128000
RP11-382N13.3	ENSG00000261007
ACTR5	ENSG00000101442
SPTLC1P5	ENSG00000227922
AMY2A	ENSG00000243480
RASA4CP	ENSG00000228903
RP11-1299A16.3	ENSG00000260641
CTD-2263F21.1	ENSG00000251257
DNAH12	ENSG00000174844
GIF	ENSG00000134812
RPL7P21	ENSG00000231579
RP11-511P7.5	ENSG00000283013
EBPL	ENSG00000123179
RP11-64D22.5	ENSG00000250271
RP11-420N3.2	ENSG00000260411
LINC01497	ENSG00000237560
CTC-251I16.1	ENSG00000279496
SPX	ENSG00000134548
POLR2KP2	ENSG00000224510
CHGA	ENSG00000276781
BACE2-IT1	ENSG00000224388
RP11-782E2.2	ENSG00000251492
SRIP3	ENSG00000224953
RP11-1299A16.1	ENSG00000249764
RP11-304C12.5	ENSG00000282556
UBE2D2	ENSG00000131508
RP11-775H9.3	ENSG00000261166
RP11-452D21.2	ENSG00000258600
RP11-546B15.1	ENSG00000261002
PLAC4	ENSG00000280109
HPVC1	ENSG00000280920
USP17L1	ENSG00000230549
AP001046.5	ENSG00000237989
RP11-64K12.4	ENSG00000259368
ZBP1	ENSG00000124256
CSH1	ENSG00000136488
RP11-89B16.2	ENSG00000250815
RP11-429J17.5	ENSG00000282617
RP11-631N16.2	ENSG00000257354
MRPL41	ENSG00000182154
PSMD10	ENSG00000101843
UBE2DNL	ENSG00000229547
FAM32A	ENSG00000105058
PIGBOS1	ENSG00000225973
ING3	ENSG00000071243
CTD-2331C18.5	ENSG00000256220
OR10K1	ENSG00000173285
TUBB8P10	ENSG00000237469
RP11-353N14.4	ENSG00000262188
SALL3	ENSG00000277015
UBASH3B	ENSG00000154127
RAB6C	ENSG00000222014
RP11-785H20.1	ENSG00000254018
RLIM	ENSG00000131263
AC017104.6	ENSG00000224376
FSD2	ENSG00000186628
BTF3P13	ENSG00000227118
LRRC15	ENSG00000172061
VN2R3P	ENSG00000234680
CCSER2	ENSG00000107771
RAB6C-AS1	ENSG00000225449
RP11-507A3.1	ENSG00000274365
IGLJ7	ENSG00000211684
RP11-29B9.1	ENSG00000226376
IGLV3-25	ENSG00000211659
KB-1090H4.2	ENSG00000253429
RP11-141M1.1	ENSG00000227911
USP17L4	ENSG00000236125
STARD13-IT1	ENSG00000230300
RP11-334C17.3	ENSG00000279259
OR5BA1P	ENSG00000255303
ERLEC1P1	ENSG00000240755
SMIM2-AS1	ENSG00000227258
GP5	ENSG00000178732
CCNYL3	ENSG00000216671
ARHGAP18	ENSG00000146376
NCEH1	ENSG00000144959
RP11-136G2.1	ENSG00000275046
FAM73A	ENSG00000180488
OR10G1P	ENSG00000273586
FGD5P1	ENSG00000275340
SLC6A16	ENSG00000063127
SMIM10L1	ENSG00000262986
CTB-33O18.2	ENSG00000254164
BNIP3P31	ENSG00000279984
CLUHP11	ENSG00000278138
RAP1AP	ENSG00000258769
CTD-2527I21.15	ENSG00000179066
RP11-1109F11.3	ENSG00000271327
IFT88	ENSG00000032742
PTPN1	ENSG00000196396
C6orf132	ENSG00000188112
SNCAIP	ENSG00000064692
B3GNT7	ENSG00000156966
ANAPC15	ENSG00000110200
TAS2R64P	ENSG00000263083
AHCYP4	ENSG00000232992
RP11-388B24.4	ENSG00000235377
KCNIP4-IT1	ENSG00000280650
DPY19L4	ENSG00000156162
UGT3A2	ENSG00000168671
PDPR	ENSG00000090857
LPCAT2	ENSG00000087253
RP11-1348G14.7	ENSG00000278528
APOBEC3B-AS1	ENSG00000262679
RPSAP63	ENSG00000233260
UBE2NP1	ENSG00000256385
ZNF192P2	ENSG00000218016
RP11-609D21.3	ENSG00000279296
FAM66B	ENSG00000215374
ZNF660	ENSG00000144792
HPN-AS1	ENSG00000227392
HLA-N	ENSG00000224372
RP11-398J5.1	ENSG00000266711
ZNF729	ENSG00000279552
THBS2	ENSG00000186340
RP11-429P3.3	ENSG00000259843
RP11-350N15.4	ENSG00000255201
LINC00957	ENSG00000235314
RP11-1348G14.4	ENSG00000251417
PRAMEF29P	ENSG00000234064
AC062021.1	ENSG00000226939
RP11-103J17.1	ENSG00000247810
RP5-837I24.1	ENSG00000227288
CTD-2659N19.2	ENSG00000267791
RP11-170M17.2	ENSG00000213609
BX842568.4	ENSG00000231069
RP11-304C12.3	ENSG00000254443
ZBTB12	ENSG00000204366
IGHG4	ENSG00000277016
CDKN2AIPNL	ENSG00000237190
UIMC1	ENSG00000087206
RPL31P41	ENSG00000239261
DMTF1	ENSG00000135164
HLA-G	ENSG00000235346
CYP4A44P	ENSG00000261290
RP11-26O3.1	ENSG00000261198
GTF2H5	ENSG00000272047
KCNK6	ENSG00000099337
ELMO2	ENSG00000062598
WDR41	ENSG00000164253
CTD-2108O9.4	ENSG00000248234
NAMPTP3	ENSG00000261053
AC133644.2	ENSG00000280721
NR2C2	ENSG00000177463
LINC01570	ENSG00000260338
DPH7	ENSG00000148399
OOEP	ENSG00000203907
HIPK1	ENSG00000163349
RP4-535B20.2	ENSG00000235804
RP11-893G17.4	ENSG00000276755
EGFLAM-AS3	ENSG00000249071
RP11-1348G14.1	ENSG00000240634
EGFLAM-AS4	ENSG00000248730
NBEAL2	ENSG00000160796
TBC1D3H	ENSG00000274226
ACTG1P16	ENSG00000260298
TPRX1P1	ENSG00000259021
NBL1	ENSG00000158747
RP11-509E10.1	ENSG00000257180
RP11-232L2.2	ENSG00000251599
C10orf25	ENSG00000165511
OR2L13	ENSG00000196071
LINC00411	ENSG00000229599
RP5-837I24.2	ENSG00000234953
RP11-342M3.1	ENSG00000241317
PHYHIP	ENSG00000168490
RP11-452D21.1	ENSG00000258426
EHMT2	ENSG00000238134
EGFLAM-AS2	ENSG00000248572
RP11-278L15.6	ENSG00000244503
RP5-875H18.9	ENSG00000276851
ARF4P3	ENSG00000214051
TRBV7-9	ENSG00000278030
CCDC124	ENSG00000007080
RP11-443G13.2	ENSG00000263674
LINC01445	ENSG00000231427
RP11-29B9.2	ENSG00000231902
NDUFAF4P3	ENSG00000236411
NALCN-AS1	ENSG00000233009
RP11-429P3.2	ENSG00000261835
TPRXL	ENSG00000180438
NPM1P42	ENSG00000259259
RBPJP7	ENSG00000234217
RP11-1035H13.2	ENSG00000260017
RP11-174J11.1	ENSG00000226426
ANKRD20A2	ENSG00000183148
MRPS21P1	ENSG00000234496
PRKAG3	ENSG00000115592
RP11-545E8.1	ENSG00000240419
OR51A7	ENSG00000176895
RP11-342M3.2	ENSG00000235705
ATAD2B	ENSG00000119778
RP11-1348G14.5	ENSG00000260796
RP11-19H6.1	ENSG00000270440
TM4SF4	ENSG00000169903
HELLS	ENSG00000119969
RP11-157B13.8	ENSG00000279731
RP11-662J14.1	ENSG00000258418
HSFX2	ENSG00000268738
PRR35	ENSG00000161992
SZT2-AS1	ENSG00000229372
HTT-AS	ENSG00000251075
RP1-102G20.4	ENSG00000235869
RP11-95I16.6	ENSG00000278484
RBMY2AP	ENSG00000226092
RP11-91K8.5	ENSG00000272832
RP11-203J24.8	ENSG00000227218
CTC-554D6.1	ENSG00000258864
BLOC1S5	ENSG00000188428
GRIA2	ENSG00000120251
GPR52	ENSG00000203737
RP11-518I13.1	ENSG00000227360
EIF5AL1	ENSG00000253626
ATP2A3	ENSG00000074370
RP11-40F6.1	ENSG00000234382
RP1-69B13.2	ENSG00000216811
AP006285.6	ENSG00000281633
RP11-108H9.1	ENSG00000277047
LL22NC03-102D1.16	ENSG00000232350
RP4-809F4.1	ENSG00000237317
RP11-91K8.2	ENSG00000250983
DSTYK	ENSG00000133059
TRIM15	ENSG00000235259
RP11-160H22.5	ENSG00000227373
AC009237.11	ENSG00000236431
FUNDC2P3	ENSG00000187103
GFI1	ENSG00000162676
MRPL47	ENSG00000136522
GANC	ENSG00000214013
RP11-570G20.1	ENSG00000226701
ITGA9-AS1	ENSG00000235257
RP13-461N9.2	ENSG00000223918
RPL17P41	ENSG00000213179
RP11-351D16.3	ENSG00000273008
AC074363.1	ENSG00000228222
NKAIN4	ENSG00000101198
SBNO2	ENSG00000064932
C22orf31	ENSG00000100249
TMC4	ENSG00000277789
DDR1	ENSG00000234078
RP11-445N20.2	ENSG00000279536
AC007322.7	ENSG00000237968
TAS2R46	ENSG00000262525
AC012314.8	ENSG00000274041
OOSP1P2	ENSG00000263749
FCF1	ENSG00000119616
ALG1L	ENSG00000189366
FIP1L1	ENSG00000145216
RP11-429P3.8	ENSG00000279356
RP11-573C10.1	ENSG00000273704
ACCS	ENSG00000110455
RP11-214O1.1	ENSG00000262786
HSD17B8	ENSG00000112474
RP11-589B3.7	ENSG00000271985
AC002550.6	ENSG00000276571
ANAPC16	ENSG00000166295
KHDC1	ENSG00000135314
FAM197Y5P	ENSG00000225516
HS3ST3B1	ENSG00000125430
DDA1	ENSG00000130311
ZNF467	ENSG00000181444
RP11-2I17.1	ENSG00000243568
ALOXE3	ENSG00000179148
TAS2R5	ENSG00000127366
OR51F5P	ENSG00000272634
RBFOX3	ENSG00000167281
PLAUR	ENSG00000011422
OR51G2	ENSG00000176893
IGHVIII-38-1	ENSG00000282576
MCM4	ENSG00000104738
RP11-468N14.4	ENSG00000249235
TBX19	ENSG00000143178
RP5-1119A7.17	ENSG00000261675
TCTE3	ENSG00000275368
KCNV2	ENSG00000168263
OR51A5P	ENSG00000225003
CBL	ENSG00000110395
CACNG2	ENSG00000166862
RABGAP1L-IT1	ENSG00000223525
BRD2-IT1	ENSG00000223837
FLYWCH2	ENSG00000162076
RP4-550H1.5	ENSG00000237063
RP1-102G20.2	ENSG00000237249
AC009502.1	ENSG00000231802
SCGB1D5P	ENSG00000248287
AP1S2P1	ENSG00000226046
PRSS22	ENSG00000005001
OR51F3P	ENSG00000272559
SS18L2P1	ENSG00000232525
TFAP2A	ENSG00000137203
NOL8P1	ENSG00000248327
RP11-231N9.1	ENSG00000237971
PGA3	ENSG00000229859
RP1-102G20.5	ENSG00000229531
LSM3P4	ENSG00000250835
MTMR11	ENSG00000014914
RP11-373J21.1	ENSG00000250877
CSNK1G2P1	ENSG00000234534
FBXO34	ENSG00000178974
TMSB4XP6	ENSG00000230043
OR51H2P	ENSG00000198217
DNAJB11	ENSG00000090520
CPNE6	ENSG00000100884
RP11-328K2.1	ENSG00000254048
TRBV13	ENSG00000276405
RP11-445N18.3	ENSG00000228462
GAPDHP41	ENSG00000277172
RP11-662J14.2	ENSG00000258480
RP11-719K4.7	ENSG00000282247
UPP2-IT1	ENSG00000237327
RP11-849I19.2	ENSG00000279416
OR7E39P	ENSG00000273252
EIF4HP2	ENSG00000237977
RP11-486G15.1	ENSG00000213540
AP000889.1	ENSG00000254758
AF001548.5	ENSG00000263335
CHRNA9	ENSG00000174343
SLC39A10	ENSG00000196950
TOX	ENSG00000198846
OR8S1	ENSG00000197376
STK26	ENSG00000134602
RP4-799P18.3	ENSG00000236244
SCUBE3	ENSG00000146197
IQCK	ENSG00000174628
HLA-DMA	ENSG00000204257
OR52R1	ENSG00000279270
RITA1	ENSG00000139405
RNF39	ENSG00000235022
CTAGE14P	ENSG00000214211
UPP2	ENSG00000007001
RUFY2	ENSG00000204130
ZNF280D	ENSG00000137871
OR5BS1P	ENSG00000198678
RP11-820I16.3	ENSG00000266955
MOG	ENSG00000234096
SDR16C5	ENSG00000170786
RP11-16L21.7	ENSG00000224644
BCAS4	ENSG00000124243
GPC3	ENSG00000147257
RP11-303E16.6	ENSG00000261838
ADAMTS7P1	ENSG00000274376
ZNF320	ENSG00000182986
RP11-1030E3.1	ENSG00000267695
RP11-489E7.1	ENSG00000253604
RNF39	ENSG00000227171
RGS11	ENSG00000076344
CGB	ENSG00000104827
ELK1P1	ENSG00000234359
AK1	ENSG00000106992
NRM	ENSG00000234809
RP11-760D2.10	ENSG00000213067
RP11-631N16.4	ENSG00000275180
WRBP1	ENSG00000248633
GPM6BP2	ENSG00000236429
RP11-303E16.5	ENSG00000261141
HNRNPA1P63	ENSG00000227453
ZNF532	ENSG00000074657
RP11-760D2.12	ENSG00000271047
WIPI1	ENSG00000070540
RP11-303E16.8	ENSG00000260643
GABBR1	ENSG00000237051
LINC01465	ENSG00000221949
SAMSN1-AS1	ENSG00000223662
CNBD1	ENSG00000176571
SLC39A11	ENSG00000282291
RP11-561O23.9	ENSG00000279706
XKRYP2	ENSG00000230904
MB21D2	ENSG00000180611
ZNF341-AS1	ENSG00000230753
AC002550.5	ENSG00000261312
BCDIN3D-AS1	ENSG00000258057
RP11-127I20.5	ENSG00000267077
RP11-46I1.1	ENSG00000257947
RP11-448P19.1	ENSG00000255258
RP11-43F13.3	ENSG00000215246
TRIM60P16	ENSG00000229909
CTD-2001E22.1	ENSG00000248525
DMXL2	ENSG00000104093
IGHV3-53	ENSG00000211967
RP11-45H22.2	ENSG00000249843
RPL31P11	ENSG00000213075
LL22NC03-102D1.18	ENSG00000223999
RWDD4	ENSG00000182552
VN1R5	ENSG00000197617
RP11-1029F8.1	ENSG00000255780
CHEK2P2	ENSG00000259156
RP11-118E9.1	ENSG00000274282
PLA2G4F	ENSG00000168907
XX-FW83563B9.5	ENSG00000280195
CCDC153	ENSG00000248712
RPL36AP41	ENSG00000242087
AC005017.2	ENSG00000174495
PLA2G2F	ENSG00000158786
RIBC2	ENSG00000128408
IGLV3-24	ENSG00000253822
CTD-2561B21.3	ENSG00000262662
CTD-2278I10.1	ENSG00000269350
CTD-2561B21.4	ENSG00000262313
SENP8	ENSG00000166192
CTD-2527I21.5	ENSG00000279619
GSTA12P	ENSG00000217228
CTBS	ENSG00000117151
VPS4B	ENSG00000119541
RP11-556G22.1	ENSG00000242768
BZW1	ENSG00000082153
CTD-2561B21.5	ENSG00000261924
RP11-1109F11.5	ENSG00000271259
OR4K12P	ENSG00000218549
RP11-28G8.1	ENSG00000262833
RP11-556G22.3	ENSG00000250092
RP11-556G22.2	ENSG00000248343
RPL31P7	ENSG00000232083
CTD-2532N20.1	ENSG00000272192
MIR7-3HG	ENSG00000176840
SHC4	ENSG00000185634
LINC00844	ENSG00000237949
PLD3	ENSG00000105223
PHF1	ENSG00000225553
PRKX-AS1	ENSG00000236188
RP4-799P18.2	ENSG00000233332
EXOSC3	ENSG00000107371
CTD-2647E9.1	ENSG00000259388
RP4-799P18.5	ENSG00000232166
RP4-799P18.4	ENSG00000231272
ADAMTS3	ENSG00000156140
TASP1	ENSG00000089123
NME8	ENSG00000086288
UBD	ENSG00000213886
AC002511.2	ENSG00000233214
ST13P16	ENSG00000218698
GS1-21A4.1	ENSG00000260603
RP11-5P18.5	ENSG00000233078
GS1-21A4.2	ENSG00000270385
RPSAP75	ENSG00000270954
RP11-22P6.2	ENSG00000261766
EPT1	ENSG00000138018
C1orf64	ENSG00000183888
PLEKHM3	ENSG00000178385
NPAS3	ENSG00000151322
RP11-1136J12.1	ENSG00000267628
CA5A	ENSG00000174990
HLA-DQB1-AS1	ENSG00000230414
C1QTNF3	ENSG00000082196
MCCD1P2	ENSG00000234970
IGHV4-4	ENSG00000276775
FRG1KP	ENSG00000280286
ROBO4	ENSG00000154133
RP11-143P4.2	ENSG00000232130
CTB-83J4.2	ENSG00000269271
FAM189A1	ENSG00000273564
HLA-DRB8	ENSG00000233697
WAS	ENSG00000015285
HCG9	ENSG00000206504
RPL5P13	ENSG00000242134
VEZF1P1	ENSG00000236229
RP11-223C24.2	ENSG00000251248
NDUFB10	ENSG00000140990
BORA	ENSG00000136122
RP11-214O1.2	ENSG00000266709
RP11-511B7.1	ENSG00000250725
RP11-527N22.1	ENSG00000253123
RP11-223C24.1	ENSG00000249806
FDCSP	ENSG00000181617
MIR5689HG	ENSG00000229401
NUBP2	ENSG00000095906
IGHV3-64	ENSG00000223648
RP11-380D23.1	ENSG00000250511
RP11-109M17.2	ENSG00000270372
OR2X1P	ENSG00000224830
RAC1P7	ENSG00000236101
RP11-745C15.2	ENSG00000234707
RP11-148B6.2	ENSG00000250046
MUC17	ENSG00000169876
AC091177.1	ENSG00000230113
PSORS1C3	ENSG00000226422
LINC01179	ENSG00000249500
RP11-215P8.3	ENSG00000248559
MICD	ENSG00000232345
NBPF25P	ENSG00000272150
CTD-3141N22.1	ENSG00000241069
RP5-1120P11.3	ENSG00000231881
RP11-307C12.12	ENSG00000271380
MYO1B	ENSG00000128641
RP11-416L21.1	ENSG00000213495
SPTSSB	ENSG00000196542
RPL26P37	ENSG00000235175
LINC00518	ENSG00000183674
LY75-CD302	ENSG00000248672
RP3-378P9.1	ENSG00000238066
ZBTB20-AS4	ENSG00000242767
FAM185A	ENSG00000222011
UNC93B2	ENSG00000155070
TEFM	ENSG00000172171
DHRS3	ENSG00000162496
RP11-197K3.1	ENSG00000242290
WDR75	ENSG00000115368
ANKRD20A11P	ENSG00000215559
RP11-22K10.1	ENSG00000258549
ZBTB20-AS3	ENSG00000239946
RGSL1	ENSG00000121446
RPL7L1P13	ENSG00000251464
RP11-807H22.5	ENSG00000256518
TLE2	ENSG00000065717
RP11-144L1.4	ENSG00000236656
RP11-214O1.3	ENSG00000266378
RP11-445N20.3	ENSG00000273293
DUX4L17	ENSG00000259154
RP11-227G15.2	ENSG00000265139
SH2B1	ENSG00000178188
HNRNPA1P54	ENSG00000236539
RPS10P21	ENSG00000232881
CBLB	ENSG00000114423
VEGFA	ENSG00000112715
RP11-353P15.1	ENSG00000258532
PRTN3	ENSG00000196415
FBLN2	ENSG00000163520
ZBTB20-AS1	ENSG00000241560
ARV1	ENSG00000173409
AC018880.1	ENSG00000221849
CYP4F12	ENSG00000186204
NPHS2	ENSG00000116218
LARP7P2	ENSG00000261939
CTD-2199O4.6	ENSG00000272417
RP11-552F3.12	ENSG00000267426
PUM3	ENSG00000080608
FCRLA	ENSG00000132185
FARSA	ENSG00000179115
CTNNAP1	ENSG00000249026
RSU1P2	ENSG00000232554
HEATR3	ENSG00000155393
PRDX2P2	ENSG00000213724
CYP4X1	ENSG00000186377
RND3	ENSG00000115963
RP4-584D14.6	ENSG00000239377
TMEM117	ENSG00000139173
OR10R3P	ENSG00000198703
RP11-232L2.1	ENSG00000250747
C6orf47-AS1	ENSG00000224835
RP4-584D14.5	ENSG00000240449
ZNF230	ENSG00000159882
DNM1L	ENSG00000087470
HCG4P3	ENSG00000237884
OR10R2	ENSG00000198965
C6orf47	ENSG00000203623
IGHVII-51-2	ENSG00000253941
XRCC6	ENSG00000196419
RP11-545I5.3	ENSG00000235652
OR2L3	ENSG00000198128
IGHV3-65	ENSG00000253209
OR2L1P	ENSG00000224227
RP11-171G2.1	ENSG00000282385
LGI4	ENSG00000153902
TMEM59	ENSG00000116209
RP11-114F3.4	ENSG00000277895
XXbac-BPG541D20.6	ENSG00000278031
SLAMF1	ENSG00000117090
OR2L5	ENSG00000197454
IGHV4-55	ENSG00000254395
LDHAP4	ENSG00000214110
MAGED2	ENSG00000102316
RP1-142L7.9	ENSG00000270661
GAPDHP15	ENSG00000214563
RP4-616B8.4	ENSG00000261431
OR51F4P	ENSG00000273051
RPS29P28	ENSG00000232069
CTB-25B13.12	ENSG00000267317
RP11-374N7.2	ENSG00000279790
UBA52	ENSG00000221983
CTD-2207O23.11	ENSG00000269371
OR2L9P	ENSG00000237492
HCG27	ENSG00000238148
IER3	ENSG00000235030
ATP1B3P1	ENSG00000271707
CCT4P2	ENSG00000225569
MGAT4D	ENSG00000205301
OR2L2	ENSG00000203663
XXbac-BPG55C20.7	ENSG00000225096
KCNIP4	ENSG00000185774
LY6G5B	ENSG00000239497
MYBPC1	ENSG00000196091
GRAMD2	ENSG00000175318
ZNF969P	ENSG00000251046
LILRB1	ENSG00000276452
CTB-109A12.1	ENSG00000251405
RP11-626P14.2	ENSG00000257185
C6orf223	ENSG00000181577
C19orf25	ENSG00000119559
ARHGAP28	ENSG00000088756
PRPF6	ENSG00000101161
TFCP2L1	ENSG00000115112
TRBV6-3	ENSG00000282353
AK3P4	ENSG00000248722
FAM86JP	ENSG00000171084
RSL24D1P1	ENSG00000218069
NTF6G	ENSG00000267099
CTB-161J7.1	ENSG00000249944
SNORA71B	ENSG00000235408
CLK3P2	ENSG00000226191
RXRB	ENSG00000227322
DUX4L18	ENSG00000259029
TMIE	ENSG00000181585
RP11-806L2.6	ENSG00000265490
KCNQ1	ENSG00000053918
RPL23AP42	ENSG00000234851
SIPA1L2	ENSG00000116991
RP11-806L2.5	ENSG00000263727
SAMSN1	ENSG00000155307
TECTA	ENSG00000109927
RP11-119H12.1	ENSG00000241002
CTB-161J7.2	ENSG00000249433
RP11-3P17.5	ENSG00000269888
OR2L6P	ENSG00000232215
HIST1H4PS1	ENSG00000217862
PORCN	ENSG00000102312
RP11-351I21.11	ENSG00000270074
XXbac-BPG299F13.14	ENSG00000229823
PRSS23	ENSG00000150687
OR2AK2	ENSG00000187080
CTD-3064H18.2	ENSG00000267115
RP11-54H7.4	ENSG00000275216
RP11-700F16.3	ENSG00000255348
AC079395.1	ENSG00000248134
RP11-3P17.4	ENSG00000240567
RPL7AP30	ENSG00000241741
MRO	ENSG00000134042
RP11-43F13.4	ENSG00000272347
TYMSOS	ENSG00000176912
SNX18P2	ENSG00000232843
FOXJ1	ENSG00000129654
DUX4L19	ENSG00000258991
B3GALT1	ENSG00000172318
RP1-266L20.9	ENSG00000266896
COPS4	ENSG00000138663
PIGCP2	ENSG00000229626
RP11-973N13.2	ENSG00000259010
ZFP69	ENSG00000187815
IGLC7	ENSG00000211685
RP13-392I16.1	ENSG00000235263
ATP5G1P8	ENSG00000224948
SEPT7P5	ENSG00000164740
RP11-286H14.8	ENSG00000243230
FBXO47	ENSG00000204952
AC016723.4	ENSG00000235335
TRAPPC5	ENSG00000181029
CTA-989H11.1	ENSG00000273366
CTD-2195M15.1	ENSG00000249577
HLA-DQB3	ENSG00000234968
RP4-781L3.1	ENSG00000233419
AC084809.3	ENSG00000236377
RP11-1396O13.14	ENSG00000188438
DDR1	ENSG00000137332
PHKG1P2	ENSG00000228645
RP11-131K17.1	ENSG00000248750
AK4P3	ENSG00000233381
KNOP1P2	ENSG00000270429
APOBEC3H	ENSG00000100298
ZNF496	ENSG00000162714
FAM103A2P	ENSG00000235272
RP11-60I3.4	ENSG00000254571
AC073635.5	ENSG00000250990
AC114730.5	ENSG00000215023
PABPC1P5	ENSG00000270455
RPL5P30	ENSG00000243431
RP11-428L21.1	ENSG00000248627
RP11-119H12.3	ENSG00000250500
CTD-2195M15.3	ENSG00000271766
ABHD12	ENSG00000100997
AC114730.3	ENSG00000224272
RP4-655C5.9	ENSG00000280850
GPR180	ENSG00000152749
RPS6KA2-IT1	ENSG00000232082
HNRNPKP1	ENSG00000250859
MTCO3P1	ENSG00000233317
SLC29A4P2	ENSG00000214660
CTC-248O19.1	ENSG00000253653
OR2M1P	ENSG00000177233
AC005013.5	ENSG00000228421
RAMP1	ENSG00000132329
DYX1C1	ENSG00000256061
RP11-297A16.4	ENSG00000283000
CTC-209H22.3	ENSG00000253172
RP11-66N24.3	ENSG00000258727
TRIL	ENSG00000255690
RP11-7M8.2	ENSG00000256811
MB21D1	ENSG00000164430
RP11-4K3__A.3	ENSG00000243659
AC006994.2	ENSG00000231294
AP000361.2	ENSG00000237472
TRIM43CP	ENSG00000144188
SGOL1	ENSG00000129810
SERPINA10	ENSG00000140093
CYP2U1	ENSG00000155016
EPS8L3	ENSG00000198758
C11orf65	ENSG00000166323
AC006076.1	ENSG00000225563
XPNPEP3	ENSG00000196236
CTC-487M23.8	ENSG00000272869
PHACTR1	ENSG00000112137
ANKFY1	ENSG00000185722
RP11-321G12.1	ENSG00000259459
QRSL1	ENSG00000130348
TTC4	ENSG00000243725
NDE1	ENSG00000072864
NEO1	ENSG00000067141
TUFMP1	ENSG00000265646
RP11-328L11.1	ENSG00000253945
CEP250	ENSG00000126001
RP11-614O9.1	ENSG00000281161
USP6NL	ENSG00000148429
AF064860.7	ENSG00000231713
ASAP1-IT2	ENSG00000280543
LINC01298	ENSG00000253351
RP11-62J1.3	ENSG00000242261
APOBEC3A	ENSG00000262156
EEF1A1P41	ENSG00000223600
RP11-281P23.1	ENSG00000251152
TOB2P1	ENSG00000176933
EIF5AP4	ENSG00000234743
RP11-366F6.2	ENSG00000229967
ZNF736P1Y	ENSG00000223978
ZC3H4	ENSG00000130749
HLA-F	ENSG00000237508
CTD-3128G10.7	ENSG00000276980
ZSCAN23	ENSG00000187987
TBC1D3B	ENSG00000274808
RP11-36D19.9	ENSG00000279359
RP11-626P14.1	ENSG00000257845
RP11-108M9.3	ENSG00000228549
RIBC1	ENSG00000158423
ZMYND19	ENSG00000165724
MUC20	ENSG00000277753
C8orf37-AS1	ENSG00000253773
SLC25A6P1	ENSG00000233015
PMS2P9	ENSG00000233448
PABPC1P12	ENSG00000225638
IDH3B	ENSG00000101365
RP11-867G23.3	ENSG00000245156
CH17-262H11.1	ENSG00000282122
RP11-674P19.2	ENSG00000264705
SLC2A1-AS1	ENSG00000227533
ZNF843	ENSG00000176723
NOVA1-AS1	ENSG00000257842
RP11-526D8.11	ENSG00000275318
OR8B1P	ENSG00000227737
RP1-97J1.2	ENSG00000227012
POF1B	ENSG00000124429
RP5-1022P6.7	ENSG00000266908
CTD-2356P16.6	ENSG00000271299
RBM28	ENSG00000106344
OR4K14	ENSG00000169484
PDE4DIP	ENSG00000178104
OR8C1P	ENSG00000229254
RP11-57J16.1	ENSG00000265374
RP11-230F18.6	ENSG00000276916
KRT8P21	ENSG00000229636
AC007750.5	ENSG00000236841
CDC26	ENSG00000176386
SPDYE18	ENSG00000205482
CCNT1	ENSG00000129315
PABPC1P3	ENSG00000230673
